,Count,News Agency,Compound Score,Positive Score,Negative Score,Neutral Score,Status Tweet
368,68,@Fox,0.4023,0.105,0.0,0.895,"RT @everywhereist: I'm just a girl
standing in front of a boy
asking him to not whip his dick out
especially in work contexts
I mean, hones…"
369,69,@Fox,0.6486,0.227,0.0,0.773,"Truth bombs from a dictionary. 

“The silent acceptance of wrongdoing is how we’ve gotten to this point. We must no… https://t.co/qyMxAfOSvw"
370,70,@Fox,-0.5574,0.0,0.231,0.769,RT @gesa: Holy shit https://t.co/JB4ppYfam1 is DONE FUCKING AROUND with your complicity. https://t.co/Splpxv8FEY
371,71,@Fox,0.3182,0.091,0.0,0.909,"RT @jilljubs: since women have been held to proving themselves competent for ages, men should now be held to proving that they arent comple…"
372,72,@Fox,0.8834,0.526,0.0,0.474,"Sure, profitability is important, but I want to see a continued commitment to supporting URMs. Are funds and startu… https://t.co/q7QNxhr63n"
373,73,@Fox,0.4019,0.119,0.0,0.881,What I’m interested in is how many of Startmate startups have founders and C-level execs who are members of underre… https://t.co/LAekzVj2a2
374,74,@Fox,-0.3182,0.0,0.103,0.897,"RT @yassmin_a: Or if you’re a founder w a disability, queer, poc or anything that isn’t ‘classic stereotype of startup person’... get on in…"
375,75,@Fox,0.2732,0.084,0.0,0.916,"RT @sw: But let's keep talking about how the blockchain is going to revolutionise power structures and power dynamics, when 95%+ of its val…"
376,76,@Fox,0.0,0.0,0.0,1.0,@brianleroux just you wait till the storms roll in
377,77,@Fox,-0.2144,0.0,0.188,0.812,"A worrisome, but necessary read about gaslighting in relationships. https://t.co/f43zcNMxZC"
378,78,@Fox,0.0,0.0,0.0,1.0,@kylietimpani Fitzroy is staying real
379,79,@Fox,-0.7065,0.129,0.304,0.567,RT @laraeparker: NO ONE GIVES A SHIT IF YOU HAD A POSITIVE EXPERIENCE WITH A DUDE WHO IS NOW BEING ACCUSED OF SEXUAL MISCONDUCT BY MULTIPLE…
380,80,@Fox,-0.1779,0.077,0.107,0.815,"RT @kimbaheartsyou: @yassmin_a @StartupVic The Aus startup scene is a mess of bro culture, casual sexism and founders claiming that the onl…"
381,81,@Fox,0.4939,0.39,0.0,0.61,I’m still laughing at this. https://t.co/c7Xw8Xso3C
382,82,@Fox,0.8221,0.323,0.0,0.677,"RT @sailorhg: hey hey! if you're interested in some holiday shopping while supporting indie artists &amp; visiting our studio space, @byalicele…"
383,83,@Fox,0.34,0.112,0.0,0.888,@taylor_atx @maxcell I gladly show these people the door to never participating in my events. At least they self se… https://t.co/ZWHQmrN74U
384,84,@Fox,0.0,0.0,0.0,1.0,"@modernserf most cases they actually submit, I think"
385,85,@Fox,-0.4215,0.077,0.197,0.726,"RT @theinformation: Among the top 30 private, venture-backed tech companies, 50% still lack gender diversity, and 47% lack independent dire…"
386,86,@Fox,0.0,0.0,0.0,1.0,You can build a sustainable business without VC money or indulging in startup-bro culture.  🙌🏻 https://t.co/vAv6hv5ya2
387,87,@Fox,0.0,0.0,0.0,1.0,One of the reasons why I’m not participating in Australian startup ecosystem is the culture of perpetuating structu… https://t.co/tG9kCca3I5
388,88,@Fox,0.0,0.0,0.0,1.0,"RT @yassmin_a: Holy moly the Chairman of @StartupVic believes similar things to the Google Memo guy? 

I wonder whether this has contribute…"
389,89,@Fox,0.4522,0.186,0.0,0.814,"@yassmin_a I’ve seen him say similar things quite a few times, so I’d say yes."
390,90,@Fox,-0.5474,0.0,0.414,0.586,"@cpayan_ Somehow, it becomes so difficult!"
391,91,@Fox,0.4404,0.214,0.11,0.676,"@kyhwana yes, we do. Nothing wrong with that. We say explicitly, feel free not to fill the field. It’s not mandator… https://t.co/uhnveMRcTl"
392,92,@Fox,0.8158,0.599,0.0,0.401,"@jna_sh They really try their best, haha"
393,93,@Fox,0.3182,0.434,0.0,0.566,Cool story dude. https://t.co/8K7P5DbREW
394,94,@Fox,0.0,0.0,0.0,1.0,"@Mandy_Kerr everything you’d expect to happen, will happen basically. I’ve seen so much exploitation or simply not… https://t.co/6pRgJCqnOL"
395,95,@Fox,0.7269,0.357,0.0,0.643,@MelissaKaulfuss I’m pretty good at showing people the door at this point 😂 ✌🏻
396,96,@Fox,0.7845,0.434,0.0,0.566,@philnash Love me some snarky developers thinking they’re smart and witty 😂
397,97,@Fox,0.0,0.0,0.0,1.0,"To people entering snarky replies in the gender field in Call for Proposals for any conferences I run:

Your jokes… https://t.co/Zs8IwYPbQY"
398,98,@Fox,0.2144,0.098,0.0,0.902,I appreciate the data visualisation but defining diversity by highlighting the presence of women is harmful to othe… https://t.co/PXS4VaxZjW
399,99,@Fox,0.6461,0.26,0.0,0.74,"For product help documentation, which one would you prefer? Self-hosted, more basic solution or Intercom-powered, s… https://t.co/ffH7alXr8T"
400,0,@NYTimes,0.0,0.0,0.0,1.0,"“You hit a patch of ice on a turn, that’s it,” said one AAA official. https://t.co/1zyynodghf"
401,1,@NYTimes,0.2732,0.13,0.0,0.87,"On Washington: How Arctic Drilling, Stymied for Decades, Made Surprise Return in Tax Bill https://t.co/VI6u4ctFHB"
402,2,@NYTimes,-0.7269,0.0,0.404,0.596,"In Indonesia, Women Begin to Fight ‘Epidemic’ of Street Harassment https://t.co/ZpTA0g1yXx"
403,3,@NYTimes,0.0,0.0,0.0,1.0,The 4th largest planetarium in the world is opening in Jersey City https://t.co/wnQO2hdsrW
404,4,@NYTimes,0.0,0.0,0.0,1.0,"29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co/NQEkAJ3nNl"
405,5,@NYTimes,0.0,0.0,0.0,1.0,Op-Ed Columnist: Roadkill on Capitol Hill https://t.co/pjh1qJclyf
406,6,@NYTimes,0.0,0.0,0.0,1.0,Screens (and Titles) Full of ‘Wonder’ https://t.co/rnvnRzHVuG
407,7,@NYTimes,0.6369,0.296,0.0,0.704,Where to stream some of the best movies of 2017 https://t.co/hY7iFrelhm
408,8,@NYTimes,-0.4588,0.0,0.286,0.714,"With Alabama Senate Race Defined by Scandal, Policy Issues are Overlooked https://t.co/eUlitMvDoT"
409,9,@NYTimes,0.0,0.0,0.0,1.0,A white couple adopted a black girl and then returned her for a white daughter. This is what happened when the 2 wo… https://t.co/QYsrMk1Tx4
410,10,@NYTimes,-0.5423,0.0,0.22,0.78,"Trump views himself as a maligned outsider struggling to be taken seriously, according to interviews with 60 inside… https://t.co/fwpQ22EgpA"
411,11,@NYTimes,0.0,0.0,0.0,1.0,Making a gingerbread house doesn't have to be daunting https://t.co/9x21yj82XL https://t.co/LZeSbX7Wqt
412,12,@NYTimes,-0.3182,0.0,0.113,0.887,"What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/rUS2YFE7at"
413,13,@NYTimes,0.0,0.0,0.0,1.0,"Opinion: ""Bears Ears will always be Native land. But the protections President Trump is gutting are sorely needed."" https://t.co/uBsmdmL5hn"
414,14,@NYTimes,0.2584,0.097,0.0,0.903,"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/pQV4G1yX4A"
415,15,@NYTimes,-0.7845,0.0,0.331,0.669,We're tracking the men who have been accused of sexual misconduct since the Weinstein scandal broke. Our list: https://t.co/wI0Fshg6vQ
416,16,@NYTimes,0.4019,0.153,0.0,0.847,"For decades, there has always been a must-have holiday toy — and this year, it's the Fingerling… https://t.co/H6GoEkDoRG"
417,17,@NYTimes,0.0,0.0,0.0,1.0,"92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/nhJtXcDrjG"
418,18,@NYTimes,0.5719,0.217,0.0,0.783,Shohei Ohtani could become the first significant 2-way MLB player since Babe Ruth accomplished the feat a century a… https://t.co/R1ekKHYrbz
419,19,@NYTimes,0.5574,0.217,0.0,0.783,"A military romance, with miles to go before they sleep under the same roof https://t.co/aYYKQPUTid"
420,20,@NYTimes,-0.1639,0.05,0.08,0.87,"“Once they identified you as a girl they wanted to have sex with, they would hardly leave you alone a single day"" https://t.co/CJB9UosN4g"
421,21,@NYTimes,0.5574,0.194,0.0,0.806,RT @AKannapell: What We’re Reading: a rich range of recommendations via @AnnaDubenko @rodnordland @tripgabriel @Lyrichnyc @prashantrao @lia…
422,22,@NYTimes,0.296,0.155,0.0,0.845,Developers are creating what are essentially new buildings in old prewar shells https://t.co/del6qq8sXW
423,23,@NYTimes,0.5106,0.148,0.0,0.852,"Opinion: ""America, you’ve been had: ginseng and Jeju volcano water are not the whole story behind that flawless ski… https://t.co/Rs2M9vMnLI"
424,24,@NYTimes,0.0,0.0,0.0,1.0,"Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/qMaODJr6VZ"
425,25,@NYTimes,0.4404,0.132,0.0,0.868,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/SwuD280Nua
426,26,@NYTimes,0.1298,0.061,0.0,0.939,"In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/qepokO3nqG"
427,27,@NYTimes,-0.7003,0.0,0.244,0.756,"Why can’t India, which has made enormous strides fighting poverty and aspires to be a superpower, get a handle on i… https://t.co/YNgEzsBYlb"
428,28,@NYTimes,0.0,0.0,0.0,1.0,"We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/ng4f5M6qlC"
429,29,@NYTimes,-0.8074,0.0,0.313,0.687,The wave of violence that had been feared in Jerusalem after Trump’s recognition did not immediately materialize https://t.co/PDUvbV5sx4
430,30,@NYTimes,-0.3774,0.142,0.254,0.604,"In a profession built on developing trust with lawmakers, female lobbyists are especially at risk for harassment https://t.co/Oi7NnOTYcp"
431,31,@NYTimes,0.0,0.0,0.0,1.0,Explore Bears Ears National Monument and its indigenous community in 360 video https://t.co/kLbGTYjI9g https://t.co/m4XrdYvPTQ
432,32,@NYTimes,-0.0258,0.113,0.118,0.769,"60 insiders reveal Trump's daily fight for self-preservation: cable news, Diet Cokes and an iPhone at the ready https://t.co/zUfq8st7Tv"
433,33,@NYTimes,0.5267,0.236,0.0,0.764,"A classic, unadorned latke; the kind your Bubbe used to make https://t.co/Y7HRfqyUZP https://t.co/Jc9kIZjWj8"
434,34,@NYTimes,-0.4939,0.0,0.198,0.802,"Social conservative Ted Franks, who was accused of offering $5 million to impregnate an aide, has abruptly resigned https://t.co/GZX7XjMSxb"
435,35,@NYTimes,0.2732,0.11,0.0,0.89,Recently the size and intensity of California fires has increased — and firefighters are stretched to their limit https://t.co/zc7r7fzGCe
436,36,@NYTimes,-0.5994,0.0,0.17,0.83,"Puerto Rico’s hurricane death toll is much higher than the government reported, our analysis suggests. It may be ov… https://t.co/8LJqGxk4C3"
437,37,@NYTimes,-0.5994,0.0,0.178,0.822,"Daisy Ridley, John Boyega, Adam Driver and their “Last Jedi” comrades discuss Death Stars, the galaxy and porgs… https://t.co/7bONJQP0UB"
438,38,@NYTimes,0.0,0.0,0.0,1.0,"Opinion: Russia’s 2 subversions, of global sports and American democracy, have more in common than you may think https://t.co/oJx8CA1ZJn"
439,39,@NYTimes,0.3612,0.2,0.0,0.8,You don't have to be Prince to like this choice https://t.co/PmISNSCcZF
440,40,@NYTimes,0.6486,0.275,0.0,0.725,"Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/iU9LzDWz02"
441,41,@NYTimes,-0.6808,0.0,0.173,0.827,"RT @dionnesearcey: “The soldiers would come and hold me so tight,"" a 13-year-old girl told me, describing how she was raped at a camp after…"
442,42,@NYTimes,0.6369,0.198,0.0,0.802,"The Yankees are close to acquiring Giancarlo Stanton, one of baseball's best hitters, according to several reports https://t.co/t2kgqIvybd"
443,43,@NYTimes,0.2023,0.107,0.0,0.893,These were our top travel destinations of 2017. Are any on your 2018 bucket list? https://t.co/uRvdMPuzs2
444,44,@NYTimes,0.0,0.0,0.0,1.0,Your Saturday playlist: The week's most notable new songs https://t.co/cnwMs4uH4q
445,45,@NYTimes,0.0,0.0,0.0,1.0,Here are the stories that got New Yorkers talking in 2017 https://t.co/sUgv113YhL
446,46,@NYTimes,-0.34,0.0,0.324,0.676,"Explore Bears Ears, a Disputed Land https://t.co/0Pz3TwoAyQ"
447,47,@NYTimes,0.0,0.0,0.0,1.0,Readers and The Times Respond to Harvey Weinstein’s Page One Portrait https://t.co/gnnR2eFAtq
448,48,@NYTimes,0.802,0.238,0.0,0.762,"When we made our list of the 10 Best Books of 2017, we asked you to name your favorite reads, too. Here they are. https://t.co/yw1zA69K3c"
449,49,@NYTimes,0.6652,0.307,0.218,0.475,"Modern Love: ""At work, vulnerability led to failure, but in love, vulnerability is the only way forward"" https://t.co/DSDSFaVWpm"
450,50,@NYTimes,0.6369,0.412,0.0,0.588,11 of Our Best Weekend Reads https://t.co/aMDlBPspeE
451,51,@NYTimes,-0.3818,0.0,0.206,0.794,"Climate change will bring severe, longer wildfire seasons, scientists say https://t.co/5PUoLRozKr"
452,52,@NYTimes,-0.2183,0.0,0.172,0.828,Why trying new things is so hard to do https://t.co/cqb8dK46o0
453,53,@NYTimes,-0.4019,0.0,0.184,0.816,Boris Johnson Arrives in Iran to Press for Release for Detained Briton https://t.co/VJb06w5Wxb
454,54,@NYTimes,-0.5423,0.0,0.273,0.727,"Trent Franks, accused of offering $5 million to impregnate an aide, abruptly resigns https://t.co/LJM5jyzphH"
455,55,@NYTimes,0.4404,0.139,0.0,0.861,Russian operatives repeatedly emailed Hope Hicks after the 2016 election. The FBI met with her to urge caution. https://t.co/SRSiSUZYmc
456,56,@NYTimes,0.431,0.169,0.0,0.831,Some older smokers have been switching to vaping. That may not be a bad idea. https://t.co/fKw3lUK958
457,57,@NYTimes,0.0,0.0,0.0,1.0,"“For us, climate change is beyond ideology”: How the Dutch are learning to live with water https://t.co/JCuUO2an9E… https://t.co/bi46TcobzD"
458,58,@NYTimes,0.6369,0.457,0.0,0.543,The best theater of 2017 https://t.co/F7sj34KZeQ
459,59,@NYTimes,-0.5994,0.0,0.196,0.804,"RT @joncaramanica: Luke Bryan and Blake Shelton try to navigate the death of the country bro
https://t.co/wuaDTy0sqD"
460,60,@NYTimes,0.6808,0.444,0.0,0.556,City Kitchen: A Spinach Lasagna Worthy of a Holiday Feast https://t.co/L3DvZn3R1r
461,61,@NYTimes,-0.5423,0.101,0.271,0.628,“I look at it as God just gave me a fight to beat. I’m beating it.” https://t.co/ih6sLp66zF
462,62,@NYTimes,0.6369,0.318,0.0,0.682,Where to watch the best TV shows of 2017 https://t.co/TE2Zd2nyxU
463,63,@NYTimes,0.5859,0.432,0.0,0.568,How to build a successful team https://t.co/1zdBfpDajb
464,64,@NYTimes,0.0,0.0,0.0,1.0,Trilobites: You Should Think of Hummingbirds as Bees With Feathers https://t.co/eq7RA1l7ci
465,65,@NYTimes,-0.296,0.0,0.128,0.872,"“I’m constantly comparing myself pre-stroke and after-stroke, and I have to stop doing that to myself"" https://t.co/8Qtmu4Valz"
466,66,@NYTimes,0.0772,0.067,0.0,0.933,“I just want the world to see them as the princesses they are. Because they are my princesses.” https://t.co/yshoFTl4Lp
467,67,@NYTimes,0.0,0.0,0.0,1.0,Paleontologists studying an unusual fossil have identified a new dinosaur that might have lived on land and in water https://t.co/zLOWsMOppl
468,68,@NYTimes,-0.7506,0.0,0.416,0.584,Inside the fight over federal rules on campus sexual assault https://t.co/qVE1NwDQQw
469,69,@NYTimes,0.6369,0.457,0.0,0.543,The best movies of 2017 https://t.co/iflL9HXDkB
470,70,@NYTimes,0.5777,0.145,0.0,0.855,"He dropped his shoes off the roof and watched them fall 5 stories. It would be so easy to follow them, he thought. https://t.co/6qZLcRYUk3"
471,71,@NYTimes,0.0,0.0,0.0,1.0,"11 shows we’ll be talking about in December
https://t.co/BfQObqXNgn"
472,72,@NYTimes,-0.34,0.0,0.138,0.862,"Playlist: The Playlist: Seun Kuti and Santana Sound an Alarm, and 10 More New Songs https://t.co/w7MEKVgO8P"
473,73,@NYTimes,0.0,0.0,0.0,1.0,RT @RebeccaRuiz: Russia's sports doping and Russia's election meddling: They're related. https://t.co/lPBNDESaFK
474,74,@NYTimes,-0.7003,0.0,0.242,0.758,"A photojournalist in India documents stories of domestic slavery, an industry she says gets little attention https://t.co/TYjmzYepXw"
475,75,@NYTimes,0.1531,0.096,0.0,0.904,Rice cereal is often a baby’s first solid food. It contains relatively high amounts of arsenic. https://t.co/acNYtxuJ1S
476,76,@NYTimes,0.6486,0.261,0.0,0.739,"“Sometimes what somebody tells you, it will make you feel better than giving you a million dollars"" https://t.co/qi1wtcT8Mv"
477,77,@NYTimes,-0.6908,0.0,0.32,0.68,Terrorist Groups Vow Bloodshed over Jerusalem Decision. ISIS? Less So. https://t.co/qfFrcghLpL
478,78,@NYTimes,0.0,0.0,0.0,1.0,What does the tax bill mean for your income group? https://t.co/sRMSBDdYxA
479,79,@NYTimes,-0.2924,0.0,0.103,0.897,"Immigrants to a new mongoose group don’t contribute a lot at first, and are not given much credit when they try.… https://t.co/jLCGsNjSQW"
480,80,@NYTimes,-0.0516,0.128,0.14,0.732,"Each year, Greenland loses 270 billion tons of ice as the planet warms https://t.co/CUHRV4n2D4"
481,81,@NYTimes,0.0,0.0,0.0,1.0,"29,000 square feet. 400 employees. Hundreds of coffee drinkers. A look inside the largest Starbucks in the world: https://t.co/DWLmMNs8c4"
482,82,@NYTimes,0.0,0.0,0.0,1.0,"RT @nytopinion: .@PaulKrugman: ""What if – bear with me a minute – Republicans actually make more false claims than Democrats?"" https://t.co…"
483,83,@NYTimes,-0.5994,0.0,0.17,0.83,"Puerto Rico’s hurricane death toll is much higher than the government reported, our analysis suggests. It may be ov… https://t.co/PhEoKTCiTt"
484,84,@NYTimes,0.0,0.0,0.0,1.0,Vietnam '67: The Man Who Shot Vietnam https://t.co/Z8jgeT4tm3
485,85,@NYTimes,-0.3626,0.0,0.264,0.736,"""Big Little Lies"" is getting a little bigger https://t.co/qmOsycqKDR"
486,86,@NYTimes,0.3612,0.217,0.0,0.783,Supplements Claiming to Ease Opioid Addiction Come Under Scrutiny https://t.co/lMfyZMIMkh
487,87,@NYTimes,0.3612,0.161,0.0,0.839,"""At Home With Amy Sedaris"" is like “Barefoot Contessa through the looking glass"" https://t.co/jMv29gNRab"
488,88,@NYTimes,-0.2732,0.0,0.189,0.811,Saudi Arabia Disputes That Crown Prince Bought ‘Salvator Mundi’ https://t.co/f1bSBc3Iqz
489,89,@NYTimes,-0.3182,0.0,0.119,0.881,The actress — and now memoirist — Gabrielle Union has been advocating for sexual-assault victims for over 20 years https://t.co/5Qdl4IVHPG
490,90,@NYTimes,-0.5423,0.0,0.137,0.863,One woman said he harassed her in the 1980s. Another in the 1990s. And a third in the 2010s. Their stories are near… https://t.co/3eBRCTEgk7
491,91,@NYTimes,0.0,0.0,0.0,1.0,"Apple said to be acquiring Shazam, the song identifying app https://t.co/ukS7FCn6sH"
492,92,@NYTimes,0.0258,0.129,0.125,0.745,"RT @nytopinion: My generation of women saw ourselves as strong, fierce self-defenders. But how many of us sustained hidden damage? https://…"
493,93,@NYTimes,0.2023,0.107,0.0,0.893,These were our top travel destinations of 2017. Are any on your 2018 bucket list? https://t.co/8R5oGPiyct
494,94,@NYTimes,-0.3612,0.0,0.217,0.783,How Luke Skywalker inherited his lonely Jedi responsibility https://t.co/0XFlnERzbA https://t.co/Pvi3nt5spv
495,95,@NYTimes,-0.8176,0.0,0.306,0.694,"At least 54 horses have died in the California fires, and the death toll is expected to rise https://t.co/1mlDh5fjS0"
496,96,@NYTimes,0.0,0.0,0.0,1.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/mUD7LGqQBN
497,97,@NYTimes,-0.5423,0.0,0.273,0.727,"Trent Franks, accused of offering $5 million to impregnate an aide, abruptly resigns https://t.co/csJRN4yIjI"
498,98,@NYTimes,0.3182,0.133,0.0,0.867,Snow in Texas is a “pretty cool experience” for children seeing it for the first time https://t.co/yP4qsbPbCo
499,99,@NYTimes,0.5559,0.294,0.0,0.706,Metropolitan Opera conductor James Levine will not face criminal charges in Illinois https://t.co/UUn2GGHAAv
